"","name","injury","week","team","year"
"1","['Justin Durant']","Out: concussion","week_4","Detroit Lions",2011
"2","['Justin Durant']","Questionable: concussion","week_5","Detroit Lions",2011
"3","['Justin Durant']","Questionable: concussion","week_6","Detroit Lions",2011
"4","['Jahvid Best']","Out: concussion","week_7","Detroit Lions",2011
"5","['Justin Durant']","Questionable: concussion","week_7","Detroit Lions",2011
"6","['Tony Scheffler']","Questionable: concussion","week_7","Detroit Lions",2011
"7","['Jahvid Best']","Out: concussion","week_8","Detroit Lions",2011
"8","['Jahvid Best']","Out: concussion","week_10","Detroit Lions",2011
"9","['Jahvid Best']","Out: concussion","week_11","Detroit Lions",2011
"10","['Jahvid Best']","Out: concussion","week_12","Detroit Lions",2011
"11","['Jahvid Best']","Injured Reserve: concussion","week_13","Detroit Lions",2011
"12","['Jahvid Best']","Injured Reserve: concussion","week_14","Detroit Lions",2011
"13","['Jahvid Best']","Injured Reserve: concussion","week_15","Detroit Lions",2011
"14","['Jahvid Best']","Injured Reserve: concussion","week_16","Detroit Lions",2011
"15","['Don Carey']","Questionable: concussion","week_16","Detroit Lions",2011
"16","['Chris Harris']","Questionable: concussion","week_16","Detroit Lions",2011
"17","['Jahvid Best']","Injured Reserve: concussion","week_17","Detroit Lions",2011
"18","['Jahvid Best']","Injured Reserve: concussion","week_18","Detroit Lions",2011
