"","name","injury","week","team","year"
"1","['Jacob Tamme']","Questionable: concussion","week_3","Indianapolis Colts",2011
"2","['Kerry Collins']","Questionable: concussion","week_5","Indianapolis Colts",2011
"3","['Kerry Collins']","Doubtful: concussion","week_6","Indianapolis Colts",2011
"4","['Kerry Collins']","Questionable: concussion","week_7","Indianapolis Colts",2011
"5","['Kerry Collins']","Injured Reserve: concussion","week_8","Indianapolis Colts",2011
"6","['Kerry Collins']","Injured Reserve: concussion","week_9","Indianapolis Colts",2011
"7","['Kerry Collins']","Injured Reserve: concussion","week_10","Indianapolis Colts",2011
"8","['Kerry Collins']","Injured Reserve: concussion","week_12","Indianapolis Colts",2011
"9","['Kerry Collins']","Injured Reserve: concussion","week_13","Indianapolis Colts",2011
"10","['Ryan Mahaffey']","Questionable: concussion","week_13","Indianapolis Colts",2011
"11","['Kerry Collins']","Injured Reserve: concussion","week_14","Indianapolis Colts",2011
"12","['Ryan Mahaffey']","Probable: concussion","week_14","Indianapolis Colts",2011
"13","['Kerry Collins']","Injured Reserve: concussion","week_15","Indianapolis Colts",2011
"14","['Kerry Collins']","Injured Reserve: concussion","week_16","Indianapolis Colts",2011
"15","['Kerry Collins']","Injured Reserve: concussion","week_17","Indianapolis Colts",2011
