"","name","injury","week","team","year"
"1","['Dominique Rodgers-Cromartie']","Out: Concussion","week_3","New York Giants",2015
"2","['Dominique Rodgers-Cromartie']","Probable: Concussion","week_4","New York Giants",2015
"3","['Jayron Hosley']","Questionable: Concussion","week_5","New York Giants",2015
"4","['Jon Beason']","Questionable: Concussion","week_6","New York Giants",2015
"5","['Trevin Wade']","Probable: Concussion","week_7","New York Giants",2015
"6","['Justin Pugh']","Out: Concussion","week_12","New York Giants",2015
"7","['Justin Pugh']","Probable: Concussion","week_13","New York Giants",2015
"8","['George Selvie']","Out: Concussion","week_15","New York Giants",2015
"9","['George Selvie']","Probable: Concussion","week_16","New York Giants",2015
"10","['Cooper Taylor']","Out: Concussion","week_16","New York Giants",2015
"11","['Craig Dahl']","Out: Concussion","week_17","New York Giants",2015
"12","['Marshall Newhouse']","Out: Concussion","week_17","New York Giants",2015
"13","['Cooper Taylor']","Out: Concussion","week_17","New York Giants",2015
