"","name","injury","week","team","year"
"1","['Brandon Flowers']","Out: concussion","week_4","Los Angeles Chargers",2016
"2","['Brandon Flowers']","Out: concussion","week_5","Los Angeles Chargers",2016
"3","['Brandon Flowers']","Out: concussion","week_6","Los Angeles Chargers",2016
"4","['Brandon Flowers']","Out: concussion","week_7","Los Angeles Chargers",2016
"5","['Hunter Henry']","Questionable: concussion","week_8","Los Angeles Chargers",2016
"6","['Craig Mager']","Out: concussion","week_8","Los Angeles Chargers",2016
"7","['Craig Mager']","Out: concussion","week_9","Los Angeles Chargers",2016
"8","['Orlando Franklin']","Questionable: concussion","week_10","Los Angeles Chargers",2016
"9","['Craig Mager']","Questionable: concussion","week_10","Los Angeles Chargers",2016
"10","['Asante Cleveland']","Out: concussion, knee","week_12","Los Angeles Chargers",2016
"11","['Brandon Flowers']","Injured Reserve: Concussion","week_12","Los Angeles Chargers",2016
"12","['Asante Cleveland']","Questionable: concussion, knee","week_13","Los Angeles Chargers",2016
"13","['Brandon Flowers']","Injured Reserve: Concussion","week_13","Los Angeles Chargers",2016
"14","['Brandon Flowers']","Injured Reserve: Concussion","week_14","Los Angeles Chargers",2016
"15","['Brandon Flowers']","Injured Reserve: Concussion","week_15","Los Angeles Chargers",2016
"16","['Brandon Flowers']","Injured Reserve: Concussion","week_16","Los Angeles Chargers",2016
"17","['Brandon Flowers']","Injured Reserve: Concussion","week_17","Los Angeles Chargers",2016
