"","name","injury","week","team","year"
"1","['David Amerson']","Questionable: Concussion","week_5","Oakland Raiders",2017
"2","['Jamize Olawale']","Out: Concussion","week_6","Oakland Raiders",2017
"3","['Jamize Olawale']","Questionable: Concussion","week_7","Oakland Raiders",2017
"4","['Johnny Holton']","Questionable: Concussion","week_12","Oakland Raiders",2017
"5","['Amari Cooper']","Out: Concussion","week_13","Oakland Raiders",2017
"6","['Jon Feliciano']","Out: Concussion","week_14","Oakland Raiders",2017
"7","['Jon Feliciano']","Questionable: Concussion","week_15","Oakland Raiders",2017
"8","['Clive Walford']","Injured Reserve: Concussion","week_15","Oakland Raiders",2017
"9","['Jon Feliciano']","Injured Reserve: Concussion","week_16","Oakland Raiders",2017
"10","['Bruce Irvin']","Questionable: Concussion","week_16","Oakland Raiders",2017
"11","['Clive Walford']","Injured Reserve: Concussion","week_16","Oakland Raiders",2017
"12","['Vadal Alexander']","Doubtful: Concussion","week_17","Oakland Raiders",2017
"13","['Jon Feliciano']","Injured Reserve: Concussion","week_17","Oakland Raiders",2017
"14","['Clive Walford']","Injured Reserve: Concussion","week_17","Oakland Raiders",2017
