"","name","injury","week","team","year"
"1","['Josh Robinson']","Out: Concussion","week_6","Tampa Bay Buccaneers",2017
"2","['Josh Robinson']","Out: Concussion","week_7","Tampa Bay Buccaneers",2017
"3","['Robert McClain']","Out: Concussion","week_8","Tampa Bay Buccaneers",2017
"4","['Josh Robinson']","Out: Concussion","week_8","Tampa Bay Buccaneers",2017
"5","['Robert Ayers']","Out: Concussion","week_12","Tampa Bay Buccaneers",2017
"6","['Evan Dietrich-Smith']","Out: Concussion","week_12","Tampa Bay Buccaneers",2017
"7","['Robert Ayers']","Out: Concussion","week_13","Tampa Bay Buccaneers",2017
"8","['Doug Martin']","Out: Concussion","week_13","Tampa Bay Buccaneers",2017
"9","['T.J. Ward']","Out: Concussion","week_13","Tampa Bay Buccaneers",2017
"10","['T.J. Ward']","Out: Concussion","week_14","Tampa Bay Buccaneers",2017
