"","name","injury","week","team","year"
"1","['Malik McDowell']","Injured Reserve: Concussion","week_1","Seattle Seahawks",2017
"2","['Malik McDowell']","Injured Reserve: Concussion","week_2","Seattle Seahawks",2017
"3","['Malik McDowell']","Injured Reserve: Concussion","week_3","Seattle Seahawks",2017
"4","['Malik McDowell']","Injured Reserve: Concussion","week_4","Seattle Seahawks",2017
"5","['Malik McDowell']","Injured Reserve: Concussion","week_5","Seattle Seahawks",2017
"6","['Malik McDowell']","Injured Reserve: Concussion","week_7","Seattle Seahawks",2017
"7","['Malik McDowell']","Injured Reserve: Concussion","week_8","Seattle Seahawks",2017
"8","['Malik McDowell']","Injured Reserve: Concussion","week_9","Seattle Seahawks",2017
"9","['Malik McDowell']","Injured Reserve: Concussion","week_10","Seattle Seahawks",2017
"10","['Marcus Smith']","Out: Concussion","week_10","Seattle Seahawks",2017
"11","['Malik McDowell']","Injured Reserve: Concussion","week_11","Seattle Seahawks",2017
"12","['Shaquill Griffin']","Out: Concussion","week_12","Seattle Seahawks",2017
"13","['Malik McDowell']","Injured Reserve: Concussion","week_12","Seattle Seahawks",2017
"14","['Malik McDowell']","Injured Reserve: Concussion","week_13","Seattle Seahawks",2017
"15","['Malik McDowell']","Injured Reserve: Concussion","week_14","Seattle Seahawks",2017
"16","['Malik McDowell']","Injured Reserve: Concussion","week_15","Seattle Seahawks",2017
"17","['K.J. Wright']","Doubtful: Concussion","week_15","Seattle Seahawks",2017
"18","['D.J. Alexander']","Out: Concussion","week_16","Seattle Seahawks",2017
"19","['Malik McDowell']","Injured Reserve: Concussion","week_16","Seattle Seahawks",2017
"20","['D.J. Alexander']","Out: Concussion","week_17","Seattle Seahawks",2017
"21","['Malik McDowell']","Injured Reserve: Concussion","week_17","Seattle Seahawks",2017
