"","name","injury","week","team","year"
"1","['Michael Johnson']","Out: Concussion","week_2","Cincinnati Bengals",2017
"2","['Michael Johnson']","Questionable: Concussion","week_3","Cincinnati Bengals",2017
"3","['Cody Core']","Out: Concussion","week_8","Cincinnati Bengals",2017
"4","['Adam Jones']","Out: Concussion","week_11","Cincinnati Bengals",2017
"5","['Vontaze Burfict']","Out: Concussion","week_14","Cincinnati Bengals",2017
"6","['Dre Kirkpatrick']","Out: Concussion","week_14","Cincinnati Bengals",2017
"7","['Joe Mixon']","Out: Concussion","week_14","Cincinnati Bengals",2017
"8","['Vontaze Burfict']","Out: Concussion","week_15","Cincinnati Bengals",2017
"9","['Dre Kirkpatrick']","Out: Concussion","week_15","Cincinnati Bengals",2017
"10","['Joe Mixon']","Questionable: Concussion","week_15","Cincinnati Bengals",2017
