"","name","injury","week","team","year"
"1","['Bernard Pierce']","Probable: concussion","week_1","Baltimore Ravens",2014
"2","['Will Rackley']","Injured Reserve: concussion","week_1","Baltimore Ravens",2014
"3","['Will Rackley']","Injured Reserve: concussion","week_2","Baltimore Ravens",2014
"4","['Asa Jackson']","Questionable: concussion","week_3","Baltimore Ravens",2014
"5","['Will Rackley']","Injured Reserve: concussion","week_3","Baltimore Ravens",2014
"6","['Will Rackley']","Injured Reserve: concussion","week_4","Baltimore Ravens",2014
"7","['Will Rackley']","Injured Reserve: concussion","week_5","Baltimore Ravens",2014
"8","['Will Rackley']","Injured Reserve: concussion","week_6","Baltimore Ravens",2014
"9","['Kamar Aiken']","Questionable: concussion","week_7","Baltimore Ravens",2014
"10","['Will Rackley']","Injured Reserve: concussion","week_7","Baltimore Ravens",2014
"11","['Will Rackley']","Injured Reserve: concussion","week_8","Baltimore Ravens",2014
"12","['Will Rackley']","Injured Reserve: concussion","week_9","Baltimore Ravens",2014
"13","['Will Rackley']","Injured Reserve: concussion","week_10","Baltimore Ravens",2014
"14","['Will Rackley']","Injured Reserve: concussion","week_12","Baltimore Ravens",2014
"15","['Will Rackley']","Injured Reserve: concussion","week_13","Baltimore Ravens",2014
"16","['Marlon Brown']","Probable: concussion","week_14","Baltimore Ravens",2014
"17","['Will Rackley']","Injured Reserve: concussion","week_14","Baltimore Ravens",2014
"18","['Anthony Levine']","Probable: concussion","week_15","Baltimore Ravens",2014
"19","['Will Rackley']","Injured Reserve: concussion","week_15","Baltimore Ravens",2014
"20","['Will Rackley']","Injured Reserve: concussion","week_16","Baltimore Ravens",2014
"21","['Will Rackley']","Injured Reserve: concussion","week_17","Baltimore Ravens",2014
"22","['Will Rackley']","Injured Reserve: concussion","week_18","Baltimore Ravens",2014
"23","['Will Rackley']","Injured Reserve: concussion","week_19","Baltimore Ravens",2014
