"","name","injury","week","team","year"
"1","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_2","Seattle Seahawks",2018
"2","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_3","Seattle Seahawks",2018
"3","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_4","Seattle Seahawks",2018
"4","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_5","Seattle Seahawks",2018
"5","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_6","Seattle Seahawks",2018
"6","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_8","Seattle Seahawks",2018
"7","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_9","Seattle Seahawks",2018
"8","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_10","Seattle Seahawks",2018
"9","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_11","Seattle Seahawks",2018
"10","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_12","Seattle Seahawks",2018
"11","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_13","Seattle Seahawks",2018
"12","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_14","Seattle Seahawks",2018
"13","['Maurice Alexander']","Out: Concussion","week_15","Seattle Seahawks",2018
"14","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_15","Seattle Seahawks",2018
"15","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_16","Seattle Seahawks",2018
"16","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_17","Seattle Seahawks",2018
"17","[""Ricky Ali'ifua""]","Injured Reserve: Concussion","week_18","Seattle Seahawks",2018
